obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1.23766E+18,64.87562501,28.13092251,23.78648,22.61023,19.79689,18.18796,17.0124,3557,301,4,47,1.84435E+18,STAR,0.000103379,1638,52999,440
1.23767E+18,343.4616775,24.3003694,22.70525,22.38366,22.10573,22.19179,21.8687,4836,301,6,265,8.62102E+18,QSO,1.3983,7657,57309,10
1.23766E+18,184.914328,42.41347853,25.10932,23.02978,21.6433,20.57167,19.76941,3893,301,3,175,9.43867E+18,STAR,0.000417114,8383,57518,912
1.23766E+18,187.9734249,42.28881555,23.33354,22.08951,21.85797,22.16238,22.55171,3893,301,3,190,9.43979E+18,QSO,2.188856,8384,57513,886
1.23766E+18,206.4610082,7.427089641,20.16308,19.48441,19.33299,19.2896,19.08112,3841,301,5,276,5.47773E+18,QSO,2.369899,4865,55713,821
1.23766E+18,132.8301979,44.72715755,20.49408,20.2065,20.22691,20.19625,19.82982,2825,301,5,187,9.32378E+18,QSO,2.156938,8281,57042,754
1.23767E+18,271.620557,24.81033417,22.25522,20.6308,19.96252,19.69811,19.4611,4828,301,6,149,2.47147E+18,STAR,-0.000608137,2195,54234,442
1.23767E+18,125.5937528,13.47743121,24.80904,24.19171,22.57484,19.67837,17.97654,5137,301,4,83,5.07006E+18,STAR,0.000236507,4503,55563,496
1.23767E+18,42.04851482,32.46601939,21.8015,18.61152,17.18664,16.54847,16.14959,5934,301,4,155,3.61419E+18,STAR,3.69E-05,3210,54876,173
1.23766E+18,169.4172365,7.719849854,25.08139,22.03635,21.83119,21.71758,21.24758,3841,301,5,31,6.04507E+18,STAR,0.000266039,5369,56272,422
1.23766E+18,243.4989084,4.309791542,21.23949,20.39086,20.35097,20.25421,19.90627,3910,301,4,222,5.41246E+18,QSO,2.290692,4807,55687,940
1.23768E+18,11.17152657,12.00731689,20.22819,20.18983,19.53547,19.50299,19.35294,7773,301,2,383,1.24323E+19,QSO,1.319689,11042,58462,282
1.23768E+18,19.03452108,11.65873797,21.27749,20.74533,20.38233,20.25976,19.89784,7773,301,2,435,5.25481E+18,QSO,0.847156,4667,55868,842
1.23765E+18,185.3537258,-2.58133748,20.71064,20.22823,19.8522,19.59367,19.34152,1140,301,3,217,4.25255E+18,QSO,2.875383,3777,55210,96
1.23765E+18,161.751689,-2.308345565,24.64835,22.00048,21.63793,21.72727,22.06267,1140,301,3,59,4.26274E+18,QSO,3.892739,3786,55563,316
1.23768E+18,341.9767943,10.93485171,21.26236,20.68755,20.53071,20.42182,20.13542,7773,301,2,192,5.68585E+18,QSO,2.3171,5050,56215,202
1.23766E+18,182.9413692,54.44562608,22.25055,20.72246,20.20829,19.9893,19.95151,2821,301,2,195,9.24827E+18,STAR,-0.0001067,8214,57867,449
1.23766E+18,343.7625683,-0.296242798,22.65379,22.52258,21.95554,21.85023,21.03508,4192,301,3,247,1.03044E+19,QSO,1.166883,9152,58041,564
1.23767E+18,267.6272771,25.41078112,21.8857,20.22803,19.60719,19.38448,19.24491,4828,301,4,125,2.47039E+18,STAR,-0.000198018,2194,53904,600
1.23767E+18,159.7712179,22.90220673,18.18608,18.04931,17.75193,17.73256,17.78253,5137,301,4,308,7.23519E+18,QSO,1.088803,6426,56334,562
1.23767E+18,161.1843151,23.1394412,19.2641,17.77944,17.10706,16.82521,16.66497,5137,301,4,317,3.66041E+18,STAR,-0.000197679,3251,54882,388
1.23767E+18,157.9167669,24.75035887,18.6783,18.56849,18.28917,18.21018,17.68076,5112,301,3,318,1.17726E+19,QSO,0.3109573,10456,58136,758
1.23768E+18,13.18660771,11.75612291,22.87967,21.90276,22.01376,21.87333,21.08294,7773,301,2,396,6.98741E+18,QSO,2.370471,6206,56245,282
1.23766E+18,253.2321808,20.18198182,21.94906,19.48184,18.09411,16.86405,16.20561,3927,301,6,180,1.76554E+18,STAR,0.000116481,1568,53169,485
1.23767E+18,169.863745,27.79838512,24.98477,21.998,20.30022,18.3646,17.31518,5112,301,6,392,2.4951E+18,STAR,7.99E-05,2216,53795,376
1.24E+18,263.0604632,34.13579959,17.84751,16.52499,15.95014,15.68786,15.5457,5327,301,4,76,2.53677E+18,STAR,-0.000368276,2253,54551,445
1.23766E+18,181.4076355,54.4684317,20.63578,20.41439,20.31782,20.00517,19.82034,2821,301,2,189,9.26508E+18,QSO,1.69534,8229,57430,166
1.23766E+18,144.8116911,46.92047672,24.45142,21.51859,20.46167,19.93067,19.51852,2821,301,2,28,8.23729E+18,STAR,-0.000186219,7316,56710,755
1.23765E+18,2.172225938,16.19665602,21.5802,20.57191,20.3905,20.20049,20.35182,1739,301,6,316,6.95597E+18,QSO,2.89748,6178,56213,578
1.23765E+18,167.6970195,-2.448301392,22.45479,21.62992,21.44386,21.35073,20.83829,1140,301,3,99,4.24804E+18,STAR,0.00046142,3773,55240,70
1.23768E+18,29.98416518,10.84376415,19.15626,17.8138,16.79765,16.2748,15.88608,7773,301,2,506,5.24222E+18,QSO,0.1403166,4656,55828,123
1.23766E+18,139.0216404,10.84679253,22.92909,22.60838,20.95995,19.55458,18.62085,3830,301,4,147,5.96953E+18,STAR,-0.000137334,5302,55896,39
1.23768E+18,353.0493562,2.058503831,22.59323,22.02358,21.86487,21.92594,22.55944,7717,301,3,283,4.82122E+18,QSO,0.53741,4282,55507,440
1.23766E+18,207.9757918,7.515927906,18.98802,17.92512,17.56229,17.41123,17.41349,3841,301,5,286,2.03238E+18,STAR,-2.13E-05,1805,53875,458
1.23767E+18,164.1158186,23.56505075,20.67499,19.86842,19.77686,19.74236,19.43085,5137,301,4,335,7.22613E+18,QSO,2.308915,6418,56354,382
1.23766E+18,116.0958893,30.45661151,20.16698,20.08098,20.14427,19.85855,19.66567,2825,301,5,57,1.15855E+19,QSO,2.050636,10290,58099,69
1.23768E+18,329.5320046,18.50314166,23.20142,21.65676,20.38945,19.48816,18.9276,8102,301,3,36,5.65226E+18,STAR,-0.000172228,5020,55852,895
1.23768E+18,345.0282098,21.08373087,21.62115,21.34279,20.16104,18.65479,17.66638,8102,301,3,135,7.42091E+18,STAR,-7.89E-05,6591,56535,363
1.23767E+18,242.7101015,17.8369965,20.23238,19.24946,19.04356,18.94587,18.91817,4671,301,1,99,3.70325E+18,STAR,-0.000275899,3289,54910,599
1.23767E+18,241.056947,18.48223578,20.32845,19.4245,19.06592,18.87761,18.87157,4671,301,1,88,3.70318E+18,STAR,0.000164848,3289,54910,364
1.23765E+18,179.7502037,-2.673389921,20.85931,19.81905,19.72314,19.69964,19.64133,1140,301,3,179,4.25144E+18,STAR,0.000756407,3776,55209,170
1.23765E+18,189.8541471,-2.636599144,16.58941,15.12915,14.56525,14.38807,14.31969,1140,301,3,247,3.26182E+18,STAR,0.000104294,2897,54585,319
1.23766E+18,181.0716073,54.33957169,20.51585,20.24112,20.2057,19.90496,19.80293,2821,301,2,187,7.53013E+18,QSO,1.621598,6688,56412,402
1.23766E+18,182.7731945,54.42137895,21.52916,21.66393,21.72251,21.77715,21.13445,2821,301,2,194,9.24827E+18,QSO,2.081617,8214,57867,482
1.23768E+18,346.5019246,12.66310264,22.28893,21.60472,21.37432,21.39408,20.87335,7773,301,5,222,6.92902E+18,QSO,2.701146,6154,56237,832
1.23768E+18,354.438295,32.19565345,19.26509,18.22012,17.82656,17.64138,17.58769,8111,301,4,49,8.73711E+18,STAR,-0.000424118,7760,58080,472
1.23768E+18,329.9996234,3.726587912,22.99822,22.15485,22.08356,22.02047,22.12553,7765,301,3,122,1.27556E+19,QSO,1.865205,11329,58426,1000
1.23768E+18,348.7029987,2.030856673,24.88311,21.48462,19.59986,19.5388,19.68916,7717,301,3,254,1.03E+19,QSO,4.11414,9174,58070,803
1.23768E+18,5.558010114,-3.102494069,21.45356,20.76791,20.82399,20.85721,20.36657,7778,301,2,354,4.91569E+18,QSO,2.549236,4366,55536,46
1.23766E+18,135.7433358,46.41029673,20.77593,19.10901,18.82173,18.6787,18.72135,2825,301,5,204,5.81217E+18,STAR,-0.000324948,5162,55893,996
1.23765E+18,249.6085305,45.77681116,20.03447,19.94801,19.77898,19.72773,19.7445,1453,301,3,61,9.61637E+18,QSO,1.15845,8541,58257,214
1.23767E+18,125.8853125,13.49412713,20.71819,18.03484,16.90619,16.56785,16.35909,5137,301,4,84,5.07005E+18,STAR,2.98E-05,4503,55563,462
1.23767E+18,36.91526376,24.08637177,18.78726,17.12819,16.40216,16.11632,15.97406,5934,301,4,92,3.64916E+18,STAR,-1.31E-05,3241,54884,427
1.23767E+18,345.3192011,26.13304773,21.30888,20.47238,20.39975,20.41795,20.13681,6366,301,4,75,7.41071E+18,QSO,0.694058,6582,56274,135
1.23767E+18,349.7471568,18.53768963,19.23088,17.96239,17.82065,17.78402,17.82338,6366,301,4,133,8.5648E+18,STAR,-0.000110878,7607,56902,299
1.23767E+18,66.51820543,17.12065377,19.05087,16.49607,14.96787,13.62782,12.39726,6003,301,2,152,1.84323E+18,STAR,8.57E-05,1637,52992,492
1.23766E+18,210.841126,7.310204059,21.84786,20.95987,20.85843,20.83487,20.43761,3841,301,5,305,5.47548E+18,STAR,3.86E-05,4863,55688,838
1.23768E+18,24.0073888,18.74291911,22.32961,21.89431,21.73312,21.01897,20.31232,7923,301,3,333,8.15829E+18,QSO,1.711668,7246,56625,64
1.23768E+18,331.9915779,18.38928499,21.51034,21.02409,21.08671,21.08473,21.71761,8108,301,2,64,8.52532E+18,STAR,-0.000244433,7572,56944,26
1.23766E+18,134.2559804,31.58466408,24.69369,23.80136,21.80155,20.66028,19.84621,3606,301,2,69,1.20091E+19,QSO,0.9987301,10666,58440,793
1.23767E+18,169.394457,27.74662119,19.55769,19.469,19.24376,19.25563,19.37844,5112,301,6,389,1.27869E+19,QSO,1.320359,11357,58522,99
1.23767E+18,171.2128039,27.9994711,25.24017,22.72488,21.18456,19.22162,18.08441,5112,301,6,400,2.49515E+18,STAR,0.000153018,2216,53795,563
1.23767E+18,173.0467607,28.11568152,19.9559,19.75046,20.15038,20.38478,20.89714,5112,301,6,411,2.4974E+18,STAR,-0.000328751,2218,53816,569
1.23768E+18,341.822557,10.89639827,22.75185,21.70168,21.49237,21.54097,21.07332,7773,301,2,191,5.6916E+18,QSO,2.723905,5055,55889,622
1.23768E+18,329.5646293,18.51234295,21.65404,21.56676,20.70138,19.81271,19.68168,8102,301,3,36,5.65226E+18,QSO,4.858816,5020,55852,887
1.23767E+18,267.8727335,25.26388096,18.04481,17.11568,16.75286,16.61002,16.56301,4828,301,4,127,2.45785E+18,STAR,-0.000497024,2183,53536,40
1.23765E+18,0.724235845,16.17665938,19.54506,18.97217,18.72278,18.64299,18.69172,1739,301,6,307,8.4564E+17,STAR,0.000330593,751,52251,326
1.23766E+18,215.0940347,-2.431389549,19.58494,19.71145,19.2975,19.19037,19.2885,2379,301,3,39,1.03249E+18,QSO,1.340945,917,52400,160
1.23766E+18,131.0799197,43.50723233,24.18559,24.28872,21.95005,20.68925,19.65184,2825,301,5,175,7.63703E+18,STAR,-6.16E-05,6783,56284,175
1.23767E+18,37.50434375,25.09658069,25.15959,22.10259,20.4458,18.72549,17.82163,5934,301,4,99,2.70109E+18,STAR,-8.18E-05,2399,53764,209
1.23767E+18,228.626249,12.68317012,21.91896,21.30166,21.41958,21.15269,20.8961,5322,301,3,127,6.17901E+18,QSO,2.302848,5488,56013,276
1.23768E+18,357.8852821,2.724528808,21.08625,21.16819,20.86348,20.70051,20.53805,7712,301,4,315,8.83738E+18,QSO,1.428186,7849,56980,706
1.23768E+18,343.0680771,12.43770821,26.11718,21.95147,21.06702,21.00998,20.83483,7773,301,5,200,5.68708E+18,STAR,-0.000256286,5051,56214,596
1.23767E+18,152.4807359,22.01968422,19.55399,18.20431,17.75615,17.60063,17.58103,5137,301,5,263,3.57936E+18,STAR,-0.000164923,3179,54830,448
1.23768E+18,12.90647339,3.165370337,22.26926,22.35695,21.92761,21.65333,21.39758,7712,301,5,415,9.85276E+18,QSO,2.685201,8751,57685,48
1.23768E+18,10.76788382,11.94980744,22.23041,21.84103,21.02,20.74303,20.44586,7773,301,2,380,1.24323E+19,QSO,1.129313,11042,58462,364
1.23768E+18,11.56886472,11.84718123,23.19861,21.06898,20.75031,20.74632,20.55572,7773,301,2,386,6.98641E+18,QSO,2.772941,6205,56187,724
1.23766E+18,181.8332574,54.50006463,21.56795,21.52187,21.13519,21.17609,20.66972,2821,301,2,190,9.26507E+18,QSO,1.407133,8229,57430,130
1.23765E+18,187.1006367,-2.514541896,21.68158,21.17632,21.10896,20.98014,20.60027,1140,301,3,228,4.26948E+18,QSO,2.401113,3792,55212,256
1.23768E+18,329.6450786,18.57462453,24.4593,22.48532,20.98118,19.78359,19.39403,8102,301,3,37,5.65429E+18,QSO,5.922225,5022,55827,81
1.23768E+18,21.02211028,31.56719354,19.88843,19.75998,19.65091,19.63572,19.80677,8111,301,4,199,8.70106E+18,QSO,1.435107,7728,58138,383
1.23768E+18,352.4763402,32.08368061,19.22127,18.89125,18.77551,18.64375,18.57708,8111,301,4,37,8.74383E+18,QSO,1.653339,7766,58395,340
1.23767E+18,118.180953,9.495323049,18.95101,17.49336,16.98946,16.83429,16.77429,5137,301,2,28,3.31026E+18,STAR,0.000163656,2940,54508,415
1.23767E+18,126.8565997,13.04305812,19.79291,18.46646,17.95433,17.77887,17.73801,5137,301,2,89,3.59733E+18,STAR,-1.53E-05,3195,54832,285
1.23766E+18,131.7161646,62.70512752,20.30552,19.86924,19.59601,19.32831,19.0562,4264,301,4,196,2.11121E+18,QSO,2.099468,1875,54453,538
1.23766E+18,131.7952121,62.6119989,21.24145,19.81859,19.46297,19.2667,19.25962,4264,301,4,196,6.43351E+18,STAR,-0.000331681,5714,56660,420
1.23765E+18,13.65664102,15.15656924,21.79432,21.43184,20.4117,19.39751,19.60238,1904,301,4,239,6.42229E+18,QSO,0.6202226,5704,56187,575
1.23768E+18,338.6799185,2.534135046,21.89082,21.45706,21.27173,21.18303,20.61029,7712,301,4,187,1.27711E+19,QSO,1.96025,11343,58430,213
1.23767E+18,348.2478408,21.12179841,19.03688,17.77208,17.22694,17.00828,16.90066,6366,301,4,113,2.95325E+18,STAR,-0.000551058,2623,54328,57
1.23767E+18,47.23418626,0.732158468,20.39584,19.71195,19.50802,19.51389,19.26613,4849,301,5,770,1.70471E+18,QSO,2.314363,1514,52931,370
1.23768E+18,339.9403581,10.81431812,18.56529,17.64078,17.24995,17.10404,17.04696,7773,301,2,179,5.69049E+18,STAR,-0.000971338,5054,56191,711
1.23766E+18,132.0914211,30.33595725,24.59292,21.43092,20.07493,18.97442,18.34488,3606,301,2,54,5.83579E+18,STAR,0.000210771,5183,55976,928
1.23768E+18,353.9582671,32.18366658,23.9188,20.87381,19.35272,18.81091,18.33777,8111,301,4,46,8.74375E+18,STAR,-0.000409922,7766,58395,28
1.23768E+18,356.7913071,33.92740899,22.15897,20.76554,20.66686,20.52393,20.08388,8157,301,2,100,8.0424E+18,STAR,-0.00062554,7143,56572,354
1.23765E+18,193.8320657,-2.533233397,20.84887,20.27891,20.21787,20.28791,19.87705,1140,301,3,273,4.25479E+18,QSO,2.335541,3779,55222,58
1.23768E+18,338.2832674,20.1386179,24.10556,21.54979,20.4519,19.59073,19.20694,8102,301,3,92,5.6578E+18,STAR,5.89E-05,5025,55836,573
1.23765E+18,249.9361054,45.38608319,22.73596,22.51808,22.18846,21.7672,23.99034,1453,301,3,64,9.61541E+18,QSO,1.545372,8540,58287,822
1.23768E+18,349.5761689,2.650846113,21.06539,21.08206,20.54379,20.67609,20.59335,7712,301,4,260,1.27104E+19,QSO,1.306505,11289,58398,484
1.23768E+18,347.7965942,18.92028703,22.39199,21.47337,21.07907,20.81239,20.54153,7923,301,3,104,8.56946E+18,QSO,0.7098857,7611,56946,858
1.23766E+18,227.7210371,44.08425424,17.70671,16.48556,16.03044,15.872,15.81889,3918,301,4,201,3.81684E+18,STAR,-0.00051018,3390,54945,149
1.23767E+18,240.3012216,18.96315568,21.10217,20.71082,20.44927,20.40355,20.20131,4671,301,1,82,4.42482E+18,QSO,1.040037,3930,55332,122
1.23768E+18,2.213091551,3.322291887,21.29851,21.04818,20.68341,20.54244,20.42633,7712,301,5,344,9.84378E+18,QSO,1.919415,8743,57663,136
1.23768E+18,7.425832847,3.180721243,22.76363,22.30827,22.18311,21.76735,21.58376,7712,301,5,379,9.84828E+18,QSO,1.567106,8747,57401,129
1.23768E+18,16.53625631,3.23664949,20.96592,20.97726,20.94626,20.64334,20.41272,7712,301,5,440,9.85846E+18,QSO,1.863758,8756,57687,291
1.23767E+18,218.4630024,14.6588068,24.54726,23.38116,22.05099,18.91644,17.35966,5322,301,3,59,3.09287E+18,STAR,-6.40E-05,2747,54233,73
1.23767E+18,258.7447245,42.56706303,20.25485,18.3574,17.99783,17.98551,17.71192,5327,301,4,16,2.54015E+18,STAR,-0.000268824,2256,53859,439
1.23768E+18,354.4642304,33.79669008,25.145,20.85361,20.0186,19.64,19.73476,8157,301,2,87,8.03694E+18,STAR,-0.000271493,7138,56572,960
1.23766E+18,341.5029093,-0.308396891,25.00198,23.11789,22.43975,21.29501,21.33819,4192,301,3,232,1.03788E+19,QSO,1.830383,9218,57724,842
1.23768E+18,11.70155906,11.95248456,22.80719,22.08643,21.60446,21.5464,21.42094,7773,301,2,387,1.24322E+19,STAR,-7.93E-05,11042,58462,163
1.23768E+18,14.27879291,11.77552273,22.56665,21.55973,21.42649,21.27302,21.04043,7773,301,2,403,6.4246E+18,QSO,2.201496,5706,56165,790
1.23766E+18,116.4999583,27.41656694,26.41319,22.15509,20.67092,19.7605,19.31909,2777,301,3,50,5.0126E+18,STAR,7.03E-05,4452,55536,327
1.23766E+18,135.214699,46.13655477,21.67397,20.94035,20.71315,20.3842,19.87807,2825,301,5,201,8.46241E+18,QSO,2.386626,7516,56782,540
1.23766E+18,136.1221312,46.71246107,23.28498,21.05354,19.59221,18.60595,17.94323,2825,301,5,207,8.46245E+18,STAR,0.000142165,7516,56782,680
1.23767E+18,160.7764511,23.0534298,20.43288,19.45664,19.07316,18.94541,18.95437,5137,301,4,314,3.66038E+18,STAR,-8.69E-05,3251,54882,279
1.23767E+18,158.8995337,21.9252219,25.4663,22.31317,20.80744,18.99136,17.89926,5137,301,2,301,2.66502E+18,STAR,-7.10E-05,2367,53763,51
1.23767E+18,42.56946992,33.44735175,19.38691,17.96079,17.32889,17.07317,16.95964,5934,301,4,162,8.16739E+18,STAR,-0.000160393,7254,56625,417
1.23766E+18,8.637128353,-1.127558287,24.58678,24.46593,22.82553,21.62336,22.53122,4263,301,1,173,1.05882E+19,QSO,1.396341,9404,58045,894
1.23766E+18,156.9982921,57.70399925,25.13461,23.40632,22.7102,21.40669,19.82787,2987,301,5,55,9.22007E+18,QSO,1.163464,8189,57448,281
1.23767E+18,163.2493246,26.87263956,22.56936,21.05738,21.07297,21.04822,21.10635,5112,301,6,352,7.24762E+18,STAR,-0.00036342,6437,56340,726
1.23768E+18,344.5191355,12.37717138,22.54692,21.53392,21.47066,20.97943,20.6388,7773,301,5,209,5.68135E+18,QSO,0.672209,5046,56243,214
1.23768E+18,345.3987307,12.44418158,22.4175,20.73872,20.26263,20.10572,19.97922,7773,301,5,215,5.6813E+18,STAR,-0.000284343,5046,56243,50
1.23766E+18,147.1794173,47.78008482,22.10328,21.92555,21.69067,21.98162,21.30083,2821,301,2,40,8.21804E+18,QSO,2.355197,7299,56686,350
1.23768E+18,16.19032409,11.83191166,22.7568,20.93009,20.79676,20.93128,20.34678,7773,301,2,416,5.25027E+18,QSO,3.147765,4663,55893,734
1.23766E+18,126.0968996,29.68084505,21.01361,20.71811,20.46232,20.40409,20.78672,3530,301,4,66,1.20056E+19,QSO,1.134558,10663,58162,403
1.23766E+18,112.676211,26.52397933,19.60991,19.32998,19.19413,18.93983,18.843,2825,301,5,24,1.2482E+19,QSO,1.680253,11086,58401,832
1.23767E+18,117.1946223,18.21397212,24.82749,20.34323,19.12561,18.58234,18.31209,6597,301,5,150,2.16183E+18,STAR,-2.32E-05,1920,53314,382
1.23768E+18,14.11009355,11.84287769,22.95447,21.0774,20.55662,20.34415,20.21814,7773,301,2,402,6.42459E+18,QSO,2.863746,5706,56165,732
1.23768E+18,10.99872811,22.30295529,22.47388,21.70719,21.61994,21.39762,21.43673,7917,301,3,172,6.96734E+18,STAR,-0.000544981,6188,56208,996
1.23767E+18,244.4923445,62.21232485,21.13853,19.90134,19.27378,19.05746,18.99904,6162,301,3,90,2.88239E+18,STAR,-0.00082645,2560,54205,308
1.23767E+18,243.6740637,9.251630095,17.81819,17.41451,17.4757,17.40724,17.54673,5322,301,3,228,2.84748E+18,QSO,0.6282029,2529,54585,300
1.23768E+18,2.891352509,1.480127693,22.77464,21.74609,21.85504,21.92592,20.92474,7712,301,1,349,4.8392E+18,QSO,2.227015,4298,55511,294
1.23768E+18,4.213670964,1.632477171,23.50841,21.80207,21.60566,21.85112,21.41851,7712,301,1,357,8.8417E+18,QSO,2.641982,7853,56988,30
1.23767E+18,39.92286043,29.17409876,18.83314,17.17159,16.50847,16.25446,16.11178,5934,301,4,130,2.74959E+18,STAR,-0.000352119,2442,54065,524
1.23768E+18,354.7892568,3.152426221,25.5777,23.31997,21.40303,20.36905,19.65965,7712,301,5,295,1.27014E+19,STAR,-0.000175874,11281,58424,499
1.23768E+18,7.677618573,32.65042125,20.67826,20.18382,20.03542,19.85044,19.61178,8111,301,4,123,8.71585E+18,QSO,0.6620342,7741,58078,950
1.23768E+18,11.63293111,11.88320507,23.68057,20.68017,19.89845,19.48429,19.34368,7773,301,2,386,1.24322E+19,STAR,-0.000835084,11042,58462,164
1.23768E+18,11.98296153,11.81389198,19.89547,19.62021,19.29997,19.22959,19.13173,7773,301,2,388,6.98645E+18,QSO,0.9905631,6205,56187,866
1.23766E+18,157.4583048,44.49661173,20.47094,18.60859,17.88211,17.59633,17.43945,3530,301,4,258,2.8903E+18,STAR,6.94E-05,2567,54179,433
1.23768E+18,3.963846167,-2.988126058,21.27081,21.31896,20.96941,20.95894,20.84171,7778,301,2,343,8.89482E+18,QSO,1.430203,7900,57358,753
1.23767E+18,346.2989194,22.25751691,17.48383,16.34096,15.82576,15.59164,15.48071,6354,301,1,178,2.95334E+18,STAR,-0.000600067,2623,54328,383
1.23767E+18,267.1009625,26.41151683,21.14313,19.97246,19.35656,19.10595,18.85393,4828,301,6,120,2.47038E+18,STAR,-0.000340958,2194,53904,562
1.23767E+18,232.8504286,22.05459844,18.77781,18.60556,18.48884,18.22985,18.22707,4671,301,1,31,2.43431E+18,QSO,1.63683,2162,54207,422
1.23767E+18,348.0889224,21.56803298,17.56954,15.64554,14.89235,14.63359,14.5082,6366,301,4,110,2.95328E+18,STAR,-6.11E-05,2623,54328,151
1.24E+18,218.5224991,47.83678434,20.05213,20.06299,20.0988,19.7839,19.73375,3918,301,4,151,9.49588E+18,QSO,2.110469,8434,57484,146
1.23766E+18,219.309489,-2.434847998,19.42096,19.25484,18.99208,19.02769,18.88778,2379,301,3,67,1.03475E+18,QSO,0.9409542,919,52409,179
1.23766E+18,178.0314783,54.19589389,20.51873,20.20638,20.21569,19.80753,19.63807,2821,301,2,175,9.26407E+18,QSO,0.4654321,8228,57423,595
1.23766E+18,179.8384053,54.31469998,21.88256,21.55099,21.3771,21.31117,21.31675,2821,301,2,183,7.53139E+18,QSO,1.283247,6689,56396,907
1.23766E+18,145.493719,47.25856198,22.59135,20.5454,19.10692,18.17493,17.64589,2821,301,2,32,8.23732E+18,STAR,0.000241832,7316,56710,864
1.23767E+18,127.9062697,14.3604894,23.56445,21.01187,19.47783,18.56565,18.08596,5137,301,4,99,3.59738E+18,STAR,0.000253725,3195,54832,465
1.23768E+18,39.84830332,3.557609403,26.51218,22.49687,21.92923,22.11838,22.08313,7718,301,2,254,1.06038E+19,QSO,0.8705207,9418,57728,105
1.23768E+18,348.3570462,-1.780626697,22.96862,21.69707,20.67831,19.64295,18.98649,8038,301,5,141,4.9091E+18,STAR,-0.000214045,4360,55539,645
1.23768E+18,349.387068,21.63116725,23.05693,21.73839,21.62845,21.56287,20.94722,7917,301,3,39,6.89408E+18,STAR,-0.000342112,6123,56217,718
1.23768E+18,15.54487318,21.99728157,22.13902,21.45761,21.61663,21.56292,21.11227,7917,301,3,201,5.76472E+18,QSO,2.09265,5120,55895,412
